,type,words_per_comment,variance_of_word_counts,i-e,n-s,t-f,j-p,0,1
7251,enfp,19.0,178.1796,1,0,1,1,11.935997,5.226685
7252,estj,17.14,162.6256,1,1,0,0,13.296507,3.3341012
7253,infj,28.18,119.4144,0,0,1,0,14.465112,1.5279739
7254,istj,27.14,113.1856,0,1,0,0,10.299282,4.387752
7255,intp,25.32,133.41,0,0,0,1,10.130313,1.5746372
7256,isfp,31.04,83.09960000000001,0,1,1,1,7.9146247,3.112361
7257,enfp,25.98,261.4480494887009,1,0,1,1,15.296172,4.0912356
7258,infp,26.14,212.06560000000002,0,0,1,1,12.59925,5.8990526
7259,intj,20.08,193.75361570247932,0,0,0,0,10.233419,4.2197814
7260,infj,26.02,175.28,0,0,1,0,10.844348,4.5417495
7261,infj,22.0,203.37959999999998,0,0,1,0,11.155297,3.974432
7262,infp,29.2,75.2276,0,0,1,1,12.054752,2.8414707
7263,intj,29.36,68.1044,0,0,0,0,12.088088,2.0778844
7264,infj,27.82,272.2602658202738,0,0,1,0,15.169045,4.0225573
7265,entp,30.06,132.7584,1,0,0,1,9.492444,0.6461606
7266,intp,18.74,207.1216,0,0,0,1,12.096013,2.9960175
7267,infj,12.3,243.8416,0,0,1,0,12.135504,3.662395
7268,isfp,23.52,147.33,0,1,1,1,11.143065,0.23730731
7269,isfj,18.12,206.33289930555557,0,1,1,0,14.298009,5.5460863
7270,intj,9.84,148.0276,0,0,0,0,12.53907,3.0492141
7271,intj,30.16,53.1604,0,0,0,0,11.225877,1.5466274
7272,intp,29.5,93.0096,0,0,0,1,10.24374,1.8365933
7273,intj,26.98,157.6384,0,0,0,0,10.724053,2.972349
7274,entp,29.3,101.3616,1,0,0,1,10.140874,0.69968605
7275,entj,28.32,138.33,1,0,0,0,12.245688,2.1131194
7276,istp,25.96,164.13639999999998,0,1,0,1,15.500653,3.7399583
7277,estp,24.18,162.09439999999998,1,1,0,1,10.206719,2.778157
7278,infj,24.9,160.0656,0,0,1,0,9.200444,2.7540374
7279,entj,21.14,131.2256,1,0,0,0,11.173144,0.6905749
7280,infj,35.2,37.1076,0,0,1,0,9.798242,5.5932574
7281,intp,30.18,86.45439999999999,0,0,0,1,11.269592,2.2274866
7282,intj,13.48,133.2484,0,0,0,0,12.255231,1.8495945
7283,isfj,23.64,116.0756,0,1,1,0,7.685813,3.4456215
7284,entp,23.92,172.85,1,0,0,1,9.956839,0.4159577
7285,infp,17.36,110.9776,0,0,1,1,17.299612,6.8248096
7286,infp,30.76,87.9924,0,0,1,1,11.688397,3.8527036
7287,enfp,26.8,169.85159999999996,1,0,1,1,10.1191435,5.5289435
7288,intp,34.98,24.798399999999997,0,0,0,1,10.212733,2.2010794
7289,enfp,31.6,94.56360000000001,1,0,1,1,11.859127,4.968894
7290,intj,30.88,135.6404,0,0,0,0,8.79033,3.9285893
7291,infp,30.22,91.83999999999997,0,0,1,1,11.096737,5.464759
7292,infp,11.62,156.95999999999998,0,0,1,1,11.205208,5.8875895
7293,infj,26.58,123.40640000000003,0,0,1,0,15.4739,3.7189662
7294,estp,25.08,145.13640000000004,1,1,0,1,9.350634,2.8023071
7295,infp,28.08,116.13640000000001,0,0,1,1,10.636364,4.7565846
7296,intj,18.04,188.49960000000002,0,0,0,0,11.139805,4.5684595
7297,infj,31.44,12.603599999999998,0,0,1,0,10.683485,3.0920076
7298,intp,23.42,155.04,0,0,0,1,17.304958,6.8178024
7299,intp,7.72,137.95555555555558,0,0,0,1,12.851907,3.8900208
7300,enfj,24.92,216.33,1,0,1,0,10.65721,5.527762
7301,isfj,28.62,86.92,0,1,1,0,11.046188,4.6332192
7302,istp,31.94,55.193599999999996,0,1,0,1,8.347303,6.2918386
7303,infj,20.34,210.73760000000001,0,0,1,0,9.126223,4.5558925
7304,isfp,31.38,86.9104,0,1,1,1,7.818659,3.0405107
7305,intj,24.96,163.31281122679943,0,0,0,0,11.96464,1.4469345
7306,enfp,8.44,85.6436,1,0,1,1,13.329566,3.775033
7307,istj,24.38,126.1504,0,1,0,0,4.829222,2.664781
7308,entp,30.78,103.8624,1,0,0,1,8.674726,3.3419986
7309,intp,22.0,197.7796,0,0,0,1,12.185677,2.6111264
7310,esfj,34.2,44.6676,1,1,1,0,6.5868983,1.2594732
7311,intp,23.98,168.2784,0,0,0,1,15.168711,1.4562821
7312,entj,21.36,206.3844,1,0,0,0,11.126012,0.42343318
7313,isfp,29.36,90.9844,0,1,1,1,10.961781,3.4736824
7314,infj,24.12,168.17,0,0,1,0,11.6070795,4.448758
7315,enfj,32.16,83.48039999999999,1,0,1,0,8.307405,2.483178
7316,enfp,28.94,94.67360000000001,1,0,1,1,12.849921,6.3282332
7317,intp,29.32,84.37,0,0,0,1,11.000416,2.2034383
7318,istj,26.26,184.2224,0,1,0,0,7.9639115,4.595042
7319,isfj,32.32,76.36999999999999,0,1,1,0,7.356051,3.4139695
7320,infp,24.22,156.76000000000002,0,0,1,1,11.436207,4.941145
7321,infp,26.62,144.72000000000003,0,0,1,1,10.639051,5.6272435
7322,infj,32.5,51.4896,0,0,1,0,8.703747,3.1462226
7323,intp,32.14,86.10560000000001,0,0,0,1,10.771612,2.8005645
7324,infj,16.82,215.56,0,0,1,0,11.695917,4.0414653
7325,infj,29.98,91.9184,0,0,1,0,9.061001,3.837474
7326,infj,15.38,215.7504,0,0,1,0,12.476239,4.6306705
7327,enfp,23.56,102.55113636363636,1,0,1,1,10.816859,2.3861697
7328,infj,33.44,39.1236,0,0,1,0,9.33037,4.9799232
7329,esfp,32.54,60.56960000000001,1,1,1,1,10.789972,5.232274
7330,intp,31.38,73.2704,0,0,0,1,11.282994,4.124757
7331,intp,27.56,104.2884,0,0,0,1,8.572219,1.3546485
7332,infj,27.48,128.8884,0,0,1,0,10.532623,3.1508236
7333,infj,30.14,117.1856,0,0,1,0,8.379008,1.7789171
7334,intp,30.38,88.37935717519238,0,0,0,1,10.133714,2.2044563
7335,intj,29.8,99.9316,0,0,0,0,12.10314,0.9053558
7336,infj,9.98,229.7584,0,0,1,0,13.1354065,3.7118866
7337,enfp,24.8,148.53159999999997,1,0,1,1,11.063787,3.149971
7338,enfp,22.64,220.4756,1,0,1,1,9.700846,5.7802105
7339,infp,29.04,94.09960000000001,0,0,1,1,11.274143,4.8837833
7340,isfj,16.24,141.49159999999998,0,1,1,0,13.104421,3.8883047
7341,infj,13.92,200.25,0,0,1,0,13.443353,4.227381
7342,entj,32.22,106.67999999999998,1,0,0,0,9.200797,1.5879838
7343,infp,34.62,13.159999999999998,0,0,1,1,10.474325,5.8530664
7344,intp,15.82,155.24,0,0,0,1,15.476203,3.7080116
7345,intp,25.0,158.4596,0,0,0,1,10.7640705,4.3842654
7346,isfp,24.46,128.4864,0,1,1,1,17.42524,6.9247727
7347,istp,11.1,108.59360000000002,0,1,0,1,14.065143,5.356064
7348,infp,25.6,194.4436,0,0,1,1,10.940084,3.3294077
7349,intp,29.54,88.32960000000001,0,0,0,1,8.613644,1.202992
7350,entp,17.84,207.7876,1,0,0,1,14.801451,3.8040137
7351,isfj,35.48,40.0484,0,1,1,0,7.4069557,3.4064808
7352,intp,23.14,133.38559999999998,0,0,0,1,11.738412,3.0620174
7353,infp,29.18,109.85439999999998,0,0,1,1,12.210946,3.5099318
7354,enfj,14.84,159.5876,1,0,1,0,9.091371,2.3268282
7355,intp,35.08,69.2964,0,0,0,1,10.318526,3.6268258
7356,entp,22.44,154.6836,1,0,0,1,10.739367,2.937267
7357,infp,24.4,176.27559999999997,0,0,1,1,11.101383,0.56334615
7358,enfp,32.54,48.7696,1,0,1,1,7.4108596,4.62871
7359,intp,23.5,156.3696,0,0,0,1,9.465981,1.7616895
7360,infp,29.58,95.92640000000002,0,0,1,1,11.775861,2.2768493
7361,intp,23.98,145.03840000000002,0,0,0,1,11.599374,2.2516928
7362,infp,17.98,117.0784,0,0,1,1,12.788881,5.4238253
7363,intj,5.32,81.25,0,0,0,0,13.2178,3.4044461
7364,enfp,19.92,227.33,1,0,1,1,11.252231,5.8572326
7365,infj,28.24,124.09159999999999,0,0,1,0,15.275716,1.5310757
7366,esfp,25.96,144.1364,1,1,1,1,11.484435,3.504346
7367,intp,18.9,141.7056,0,0,0,1,12.098293,3.076564
7368,enfj,16.2,128.9476,1,0,1,0,12.938056,6.289009
7369,infp,27.74,138.9216,0,0,1,1,10.543597,3.5065563
7370,infp,32.14,89.74560000000001,0,0,1,1,10.564756,4.64328
7371,infj,32.24,107.5716,0,0,1,0,15.218693,4.046484
7372,entj,11.6,187.36360000000005,1,0,0,0,11.89502,1.4806702
7373,intp,28.14,119.66559999999998,0,0,0,1,9.249358,1.6436322
7374,infp,30.32,102.73,0,0,1,1,14.49373,1.7541144
7375,istp,23.04,223.7396,0,1,0,1,8.771151,1.229562
7376,esfp,13.22,199.81893860561914,1,1,1,1,8.907687,3.8395042
7377,intp,30.24,80.0516,0,0,0,1,10.102688,1.7314757
7378,infp,25.04,197.01960000000003,0,0,1,1,5.5760956,2.6496978
7379,enfj,32.48,90.36840000000001,1,0,1,0,8.466557,5.1022387
7380,enfp,25.9,169.98559999999998,1,0,1,1,10.971725,2.9906197
7381,enfj,30.44,89.76359999999998,1,0,1,0,10.29098,4.7156105
7382,infp,28.62,142.00000000000003,0,0,1,1,8.357576,5.1595583
7383,infp,18.46,169.5264,0,0,1,1,11.307221,5.645729
7384,infj,22.74,167.3216,0,0,1,0,9.224311,3.9226313
7385,infj,31.7,79.69760000000001,0,0,1,0,11.593701,3.058982
7386,infj,25.1,84.91359999999999,0,0,1,0,13.648179,4.9012165
7387,enfp,18.82,121.8,1,0,1,1,7.6532803,2.1702986
7388,infp,29.56,66.8484,0,0,1,1,10.643163,4.3680053
7389,infp,20.98,169.6784,0,0,1,1,10.875741,5.8738084
7390,infp,6.56,61.36840000000001,0,0,1,1,14.390736,2.4353335
7391,enfp,30.04,77.93960000000001,1,0,1,1,10.73191,4.389478
7392,entj,27.58,118.20659722222223,1,0,0,0,11.710118,1.6136547
7393,istj,21.94,232.1936,0,1,0,0,13.92701,5.33653
7394,infj,32.3,70.6816,0,0,1,0,9.838941,3.0722573
7395,isfp,20.9,165.62560000000002,0,1,1,1,7.7698274,3.2852967
7396,intp,28.22,141.72,0,0,0,1,9.854662,0.20937622
7397,intj,25.6,152.84360000000004,0,0,0,0,9.704364,0.48785138
7398,isfj,23.98,157.5984,0,1,1,0,12.574679,3.747376
7399,infj,30.3,92.6416,0,0,1,0,9.236425,3.95217
7400,enfp,33.4,71.9956,1,0,1,1,7.9181037,4.6633835
7401,infp,24.48,137.0084,0,0,1,1,10.1177,5.2635884
7402,infj,28.1,129.0736,0,0,1,0,9.302242,3.5093656
7403,esfj,22.5,162.28959999999998,1,1,1,0,13.3467245,4.5356636
7404,isfj,24.98,151.39839999999998,0,1,1,0,10.460841,2.3894675
7405,intj,21.26,181.78239999999997,0,0,0,0,12.369848,1.8554727
7406,intp,30.1,101.39359999999996,0,0,0,1,10.134024,1.6983997
7407,infp,26.18,139.5744,0,0,1,1,11.189289,4.7262974
7408,infp,25.54,187.12960000000004,0,0,1,1,15.295461,1.5344293
7409,entp,20.04,126.8196,1,0,0,1,11.423536,3.7452397
7410,enfp,27.34,156.7376,1,0,1,1,7.7097416,2.0149262
7411,intj,28.62,116.52000000000002,0,0,0,0,11.777317,1.620933
7412,istp,16.44,128.25378040762658,0,1,0,1,12.875099,2.8374784
7413,entp,30.04,70.8196,1,0,0,1,9.575851,0.64591134
7414,infj,19.1,234.1536,0,0,1,0,14.248857,2.0560708
7415,isfj,27.08,123.53640000000003,0,1,1,0,9.335689,2.1968896
7416,entp,19.32,254.17,1,0,0,1,15.088277,2.182939
7417,isfp,30.7,95.45759999999999,0,1,1,1,11.286778,5.4289775
7418,infp,26.38,167.6304,0,0,1,1,15.516805,3.7409837
7419,intp,28.9,107.78559999999999,0,0,0,1,10.869272,3.0046434
7420,istp,13.06,175.4384,0,1,0,1,17.385994,6.886085
7421,intp,5.84,178.64,0,0,0,1,13.207682,3.2563505
7422,intj,29.74,133.84159999999997,0,0,0,0,11.909341,1.4545176
7423,enfp,19.68,133.5444,1,0,1,1,8.54101,2.031962
7424,infp,22.94,226.9136,0,0,1,1,10.907045,6.019874
7425,infj,33.36,43.984399999999994,0,0,1,0,13.090833,3.0295672
7426,infj,23.36,203.42440000000002,0,0,1,0,11.644841,5.934423
7427,entj,28.74,120.6016,1,0,0,0,11.089533,0.4493184
7428,intp,27.44,141.4436,0,0,0,1,10.081111,1.6916485
7429,infp,24.86,47.822485207100584,0,0,1,1,8.844236,1.860412
7430,intp,26.82,177.36000000000004,0,0,0,1,9.497148,2.0754993
7431,infp,16.98,167.63840000000005,0,0,1,1,12.914961,4.152334
7432,infp,32.3,80.5216,0,0,1,1,17.240643,6.7985187
7433,infj,26.32,110.84999999999998,0,0,1,0,11.774182,4.6325912
7434,infj,25.48,174.36839999999995,0,0,1,0,12.99159,5.801078
7435,entj,24.84,121.8276,1,0,0,0,11.277361,0.4985695
7436,isfp,23.74,188.3216,0,1,1,1,7.981964,3.0597405
7437,infp,32.5,56.0496,0,0,1,1,8.7703905,2.067501
7438,intp,19.84,190.2676,0,0,0,1,12.46443,3.7558064
7439,infp,12.36,185.27366863905326,0,0,1,1,13.129363,3.0103242
7440,entp,26.38,155.6704,1,0,0,1,9.740286,0.3878144
7441,intj,20.54,203.12959999999998,0,0,0,0,11.764436,2.9788322
7442,intj,25.66,174.03040000000001,0,0,0,0,11.5196,1.6135578
7443,entp,29.26,137.0516,1,0,0,1,14.273786,1.8808666
7444,infp,28.9,188.6597222222222,0,0,1,1,10.482446,4.4162364
7445,entp,19.0,230.05023781212842,1,0,0,1,10.974661,3.907341
7446,infp,18.34,189.93759999999997,0,0,1,1,11.156388,5.747444
7447,infp,28.44,120.16359999999999,0,0,1,1,11.64416,4.5841947
7448,isfj,23.2,142.2276,0,1,1,0,9.372659,1.9921871
7449,infp,25.34,158.4176,0,0,1,1,12.237754,5.642913
7450,infj,31.32,106.37,0,0,1,0,8.988533,3.8914165
7451,intp,32.7,76.7776,0,0,0,1,10.046894,2.5181756
7452,entp,16.56,179.8884,1,0,0,1,9.800594,0.28704333
7453,infp,26.08,88.54437500000002,0,0,1,1,10.369339,4.904334
7454,infp,28.28,114.0724,0,0,1,1,11.002416,5.031953
7455,infp,31.36,129.3044,0,0,1,1,11.659373,4.4856524
7456,intp,29.02,292.89477000630114,0,0,0,1,10.105913,1.8132488
7457,istp,30.14,105.70559999999999,0,1,0,1,8.369692,6.4682574
7458,intp,30.68,117.74439999999998,0,0,0,1,10.006225,2.249764
7459,intj,19.94,163.7136,0,0,0,0,12.669572,4.2249193
7460,intp,33.04,40.2596,0,0,0,1,8.552386,3.0182571
7461,infj,27.96,144.8164,0,0,1,0,14.109947,2.0696182
7462,istp,13.9,163.1433207138994,0,1,0,1,12.906831,4.6219826
7463,intj,24.44,178.6836,0,0,0,0,11.929285,3.5773773
7464,infj,27.24,107.0116,0,0,1,0,15.639487,3.781363
7465,infp,27.48,114.08840000000001,0,0,1,1,10.33535,5.3964
7466,enfp,16.76,210.83240000000006,1,0,1,1,11.7217455,5.2743196
7467,infj,29.82,93.24,0,0,1,0,10.472425,4.5262103
7468,intp,21.06,174.26,0,0,0,1,14.575213,1.6891592
7469,intp,5.48,86.6084,0,0,0,1,13.079971,4.126671
7470,infj,13.04,107.7396,0,0,1,0,13.030704,5.07664
7471,intj,25.08,155.29640000000003,0,0,0,0,9.334167,7.081992
7472,enfp,31.4,60.23560000000001,1,0,1,1,10.3202305,1.3140712
7473,intj,28.96,117.4964,0,0,0,0,11.801423,1.1502547
7474,infj,18.16,151.27768166089962,0,0,1,0,12.1515465,3.1754942
7475,intj,25.96,134.4564,0,0,0,0,12.278181,0.7840929
7476,entp,17.08,201.10108024691357,1,0,0,1,9.925568,0.63610613
7477,infp,33.66,52.87040000000001,0,0,1,1,9.447704,2.4527068
7478,infj,24.5,128.6127305175491,0,0,1,0,9.598704,5.007312
7479,intp,19.86,184.21439999999998,0,0,0,1,11.921411,4.089675
7480,estj,24.18,171.09440000000004,1,1,0,0,11.570286,3.295858
7481,istp,22.64,199.23560000000006,0,1,0,1,11.627092,3.5335808
7482,entp,26.42,166.96,1,0,0,1,11.575981,5.5584874
7483,intj,23.08,141.3364,0,0,0,0,11.948582,0.62357724
7484,intj,24.44,161.72,0,0,0,0,12.38853,1.2943434
7485,infp,28.86,162.5744,0,0,1,1,10.37979,4.783788
7486,infp,32.5,40.4496,0,0,1,1,10.343742,5.2839026
7487,intp,21.64,102.87216946676405,0,0,0,1,10.936308,2.8651748
7488,infp,23.3,201.16159999999996,0,0,1,1,10.341702,6.0273533
7489,infj,15.16,178.70429362880887,0,0,1,0,17.88317,7.273028
7490,entp,26.78,137.30239999999998,1,0,0,1,10.360068,0.5121399
7491,entj,23.64,69.91481994459834,1,0,0,0,14.625141,3.2997034
7492,intj,27.5,101.20960000000001,0,0,0,0,11.902806,1.0658064
7493,isfj,26.16,145.56040000000002,0,1,1,0,7.4723864,3.4914613
7494,infp,27.64,131.5956,0,0,1,1,11.020058,5.8701787
7495,infp,31.06,85.3584,0,0,1,1,11.488888,5.399701
7496,enfp,23.7,165.3376,1,0,1,1,7.9001255,2.4062753
7497,infp,24.58,103.35537190082643,0,0,1,1,15.018464,1.7161856
7498,enfp,27.24,127.0116,1,0,1,1,11.250214,5.348562
7499,infp,21.56,153.37244897959187,0,0,1,1,11.39005,4.9727607
7500,intj,30.92,83.32999999999998,0,0,0,0,12.9233265,5.711762
7501,intj,26.8,85.0916,0,0,0,0,12.291678,1.8427776
7502,infp,19.74,175.80159999999995,0,0,1,1,12.471817,3.4799912
7503,enfp,7.48,165.66493055555557,1,0,1,1,13.046264,3.6431794
7504,infj,23.5,153.80960000000002,0,0,1,0,8.522565,2.8643854
7505,istp,20.98,226.39581409664513,0,1,0,1,8.237745,1.4240727
7506,infp,25.92,167.85,0,0,1,1,11.288058,4.317567
7507,infj,31.52,102.09,0,0,1,0,9.20251,3.8778121
7508,istp,20.42,259.2,0,1,0,1,7.115802,4.2666035
7509,intp,23.54,145.4896,0,0,0,1,11.30692,2.3876362
7510,infj,30.28,113.0324,0,0,1,0,9.702162,4.3117647
7511,intj,24.96,170.0964,0,0,0,0,11.930449,2.0789514
7512,infp,28.34,126.8576,0,0,1,1,8.91075,1.658022
7513,intj,13.66,224.31040000000002,0,0,0,0,12.059171,2.0366476
7514,infj,33.22,97.32,0,0,1,0,10.60557,3.5860593
7515,intp,21.7,166.93759999999995,0,0,0,1,11.722179,2.9120753
7516,isfj,29.94,66.2336,0,1,1,0,7.3975654,3.4574838
7517,entp,24.0,158.93959999999998,1,0,0,1,9.793996,0.4308555
7518,infp,17.88,87.28039999999999,0,0,1,1,13.122037,4.4225907
7519,intp,26.84,128.26760000000002,0,0,0,1,11.837711,3.0699916
7520,intp,25.06,128.3584,0,0,0,1,11.864899,3.1266935
7521,intj,29.8,86.8516,0,0,0,0,11.982348,1.0356729
7522,entp,27.96,140.6564,1,0,0,1,10.151795,4.148887
7523,infj,30.92,107.97000000000001,0,0,1,0,10.293087,3.7893183
7524,intj,29.0,138.3796,0,0,0,0,9.537176,4.929685
7525,intp,26.88,166.1604,0,0,0,1,10.728664,3.4527116
7526,intp,30.92,64.15391579900408,0,0,0,1,11.54586,4.002923
7527,enfp,15.24,117.53160000000001,1,0,1,1,10.353835,2.0049524
7528,entp,21.6,197.20789930555557,1,0,0,1,10.166435,2.1051385
7529,enfp,24.16,171.40039999999996,1,0,1,1,11.905985,5.3764815
7530,esfp,14.86,209.01440000000002,1,1,1,1,13.107437,3.4125643
7531,enfp,27.92,133.36999999999998,1,0,1,1,10.701305,6.163459
7532,intp,19.44,98.74922839506172,0,0,0,1,9.848031,1.1431694
7533,intp,27.02,132.92,0,0,0,1,12.913756,1.3527528
7534,intj,22.76,160.87240000000003,0,0,0,0,12.331733,1.076571
7535,infj,20.1,156.2336,0,0,1,0,14.659642,3.6949768
7536,istp,10.9,174.30555555555554,0,1,0,1,12.799342,3.4556522
7537,isfp,28.66,156.11040000000003,0,1,1,1,11.866215,4.2189713
7538,intp,26.72,94.09,0,0,0,1,10.759489,1.4903799
7539,entp,20.3,168.1616,1,0,0,1,9.979033,0.3091538
7540,intj,28.88,149.3604,0,0,0,0,14.715723,1.4288479
7541,infj,30.42,100.76000000000002,0,0,1,0,9.696578,3.593424
7542,entj,18.22,152.99999999999997,1,0,0,0,11.136678,0.25840044
7543,istp,22.12,174.25,0,1,0,1,15.380245,1.6915383
7544,infp,24.06,230.75840000000005,0,0,1,1,11.571424,5.3468194
7545,enfj,29.06,144.35840000000002,1,0,1,0,15.578689,1.8649579
7546,istj,24.84,196.46759999999998,0,1,0,0,12.375064,4.072507
7547,intp,30.12,100.45,0,0,0,1,10.326642,3.4050179
7548,infp,31.24,75.85159999999999,0,0,1,1,12.038983,4.44038
7549,isfp,24.46,165.00640000000004,0,1,1,1,12.002525,4.03164
7550,istj,25.66,124.54477301124533,0,1,0,0,7.698207,4.5252333
7551,infj,29.34,129.33759999999998,0,0,1,0,13.573129,4.186049
7552,intj,17.24,158.25160000000002,0,0,0,0,12.039198,2.3022149
7553,estp,24.84,127.18759999999999,1,1,0,1,9.184327,2.6762238
7554,isfp,17.34,138.8176,0,1,1,1,13.735566,3.43851
7555,entp,24.82,129.92000000000002,1,0,0,1,11.754075,6.026621
7556,intp,30.8,92.5716,0,0,0,1,10.226074,0.7420987
7557,intj,29.92,83.45,0,0,0,0,11.3061495,1.3509235
7558,enfj,22.78,232.62240000000003,1,0,1,0,8.207955,5.25225
7559,isfj,34.7,29.897599999999997,0,1,1,0,9.52488,3.1461985
7560,infp,32.02,124.6,0,0,1,1,11.038113,4.553627
7561,infj,29.26,110.5424,0,0,1,0,8.989568,1.853217
7562,infj,25.2,147.3876,0,0,1,0,10.452175,3.5130198
7563,infj,30.36,106.46440000000001,0,0,1,0,10.483023,4.5603933
7564,infp,25.62,134.04,0,0,1,1,14.139229,2.0163748
7565,intp,28.44,131.56359999999998,0,0,0,1,11.906334,1.3740002
7566,isfp,15.96,186.53640000000004,0,1,1,1,7.8469357,3.0017934
7567,enfp,25.7,164.73760000000001,1,0,1,1,10.259759,5.512907
7568,infj,24.84,217.62759999999997,0,0,1,0,8.78939,3.2258542
7569,infp,14.64,159.75560000000002,0,0,1,1,13.872619,5.2225513
7570,entj,31.52,86.13,1,0,0,0,8.287529,1.880699
7571,infp,29.2,103.58760000000001,0,0,1,1,13.874838,4.4520035
7572,infp,31.14,128.2656,0,0,1,1,12.428497,3.9842753
7573,infp,22.64,140.59560000000002,0,0,1,1,8.648197,1.739062
7574,isfj,9.16,159.1604,0,1,1,0,12.733189,3.9056349
7575,intj,25.0,79.4596,0,0,0,0,8.793934,0.94168115
7576,istp,21.3,220.2416,0,1,0,1,12.038692,3.0034318
7577,enfj,29.34,141.01760000000002,1,0,1,0,9.466951,2.4609184
7578,intj,14.34,139.094674556213,0,0,0,0,12.028239,0.6432997
7579,entj,25.82,123.64,1,0,0,0,11.126718,3.026325
7580,intp,22.58,149.8064,0,0,0,1,11.373592,2.4359875
7581,isfj,22.32,188.21,0,1,1,0,8.755955,3.506137
7582,infp,35.28,63.5124,0,0,1,1,15.192224,2.0106878
7583,infp,27.94,124.5536,0,0,1,1,9.669765,5.6894536
7584,intp,26.82,98.75999999999998,0,0,0,1,11.141604,2.0510373
7585,infp,22.86,183.85440000000003,0,0,1,1,10.895762,4.923667
7586,infj,20.76,244.75240000000002,0,0,1,0,12.034535,4.461725
7587,intp,26.42,113.72000000000001,0,0,0,1,10.86887,1.6617533
7588,intj,32.16,59.16623263888889,0,0,0,0,13.699774,1.2149501
7589,enfp,30.16,140.7604,1,0,1,1,10.885484,5.6075573
7590,intj,24.08,164.41639999999998,0,0,0,0,14.991036,2.1892457
7591,infp,34.42,65.72000000000001,0,0,1,1,10.195438,4.30441
7592,intj,26.44,133.3236,0,0,0,0,14.784317,1.6523123
7593,infj,24.78,219.54240000000001,0,0,1,0,10.430965,3.7358005
7594,infj,23.56,158.88840000000002,0,0,1,0,9.034212,2.6735125
7595,istp,23.88,235.08039999999997,0,1,0,1,8.382677,6.4665256
7596,infp,22.72,141.49,0,0,1,1,8.169017,2.0023856
7597,infp,10.9,141.4656,0,0,1,1,12.7992525,4.500495
7598,intj,22.66,188.5504,0,0,0,0,8.777912,1.4318124
7599,intp,23.28,217.9124,0,0,0,1,8.136883,1.3133125
7600,infj,33.14,59.54560000000001,0,0,1,0,9.264439,7.1563334
7601,infj,25.4,122.91560000000001,0,0,1,0,9.081945,1.4305817
7602,intj,20.14,180.2656,0,0,0,0,10.844623,3.3950648
7603,intp,27.42,132.3156,0,0,0,1,6.7373724,1.3421946
7604,entp,29.74,76.7616,1,0,0,1,11.981665,2.498458
7605,entp,27.74,117.56159999999998,1,0,0,1,10.185542,0.81085145
7606,enfj,30.54,117.9296,1,0,1,0,15.26844,2.0354693
7607,infp,23.46,176.52639999999997,0,0,1,1,11.541397,3.315958
7608,intp,15.38,163.5504,0,0,0,1,13.054977,3.3913577
7609,intj,27.44,122.12360000000001,0,0,0,0,15.207041,1.2749159
7610,intp,24.36,208.9044,0,0,0,1,11.927159,3.3011727
7611,infj,23.0,237.97960000000003,0,0,1,0,11.926017,3.927466
7612,isfj,32.14,60.465599999999995,0,1,1,0,7.3990974,3.453506
7613,infj,29.62,115.16,0,0,1,0,8.362633,5.1997585
7614,infp,24.78,169.42239999999998,0,0,1,1,15.361132,1.7519974
7615,infj,28.66,179.91039999999998,0,0,1,0,14.927686,1.1808956
7616,infp,29.08,114.09639999999999,0,0,1,1,10.473923,5.2818666
7617,intp,18.72,139.77759999999998,0,0,0,1,12.234129,2.566071
7618,infp,7.52,161.09,0,0,1,1,13.114886,4.204083
7619,istj,24.06,215.15840000000003,0,1,0,0,13.368065,4.6008945
7620,entp,23.92,133.61,1,0,0,1,10.009165,0.3605131
7621,intp,30.12,106.13000000000002,0,0,0,1,10.061294,3.7353287
7622,infj,32.6,54.44360000000002,0,0,1,0,9.559489,1.8240008
7623,infj,25.0,187.65960000000004,0,0,1,0,8.84753,3.2114668
7624,istj,7.98,167.38265306122443,0,1,0,0,12.883635,4.2046456
7625,entp,17.94,168.3936,1,0,0,1,13.754803,5.372879
7626,enfp,14.36,174.82440000000003,1,0,1,1,12.943136,6.2740626
7627,enfp,26.54,197.96959999999999,1,0,1,1,14.818421,2.4103794
7628,infj,30.28,111.28733459357278,0,0,1,0,15.495921,1.5203025
7629,infp,26.68,147.6644,0,0,1,1,15.324986,3.6655064
7630,infp,28.02,125.84,0,0,1,1,10.339786,4.7727385
7631,intj,18.38,159.83826429980277,0,0,0,0,14.198582,5.5123663
7632,enfp,14.06,104.83840000000002,1,0,1,1,13.429843,3.9795232
7633,istp,22.1,134.4336,0,1,0,1,14.229501,3.2751164
7634,entp,25.28,163.47240000000002,1,0,0,1,9.692403,0.49954975
7635,infp,26.14,161.6256,0,0,1,1,10.673858,6.1567955
7636,infp,24.9,169.46560000000002,0,0,1,1,8.28115,1.8729589
7637,intj,25.28,147.0324,0,0,0,0,12.036621,1.3969057
7638,entp,21.78,180.8224,1,0,0,1,12.146737,2.3583846
7639,enfp,10.36,61.26439999999999,1,0,1,1,12.119872,5.2490225
7640,estj,11.06,147.7584,1,1,0,0,13.468294,3.2338014
7641,intp,21.4,153.27560000000003,0,0,0,1,12.698338,3.5580723
7642,isfj,26.32,154.09579341940858,0,1,1,0,9.646733,4.0334353
7643,infp,31.92,58.451478550603916,0,0,1,1,11.107017,5.771967
7644,istp,25.72,136.05,0,1,0,1,11.190652,3.5451694
